strategy,underlying,vehicle,fast_period,fast_mult,mid_period,mid_mult,slow_period,slow_mult,exit_mode,trail_target,time_stop_bars,adx_min,full_trades,full_wr_pct,full_pf,full_ret_pct,full_sharpe,full_max_dd,is_pf,is_ret_pct,oos_trades,oos_wr_pct,oos_pf,oos_ret_pct,oos_sharpe,oos_max_dd,vol_surge_mult,min_body_ratio,opening_lockout_min,tranche_a_r,stagnation_bars
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,30,15,454,32.6,1.13,14.48,0.64,7.29,1.18,12.16,136,36.0,1.05,2.32,0.22,8.09,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,48,15,446,35.2,1.05,10.24,0.27,16.89,1.13,16.89,134,40.3,0.92,-6.65,-0.37,19.36,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,48,15,446,30.9,1.03,2.85,0.13,11.81,1.14,9.8,134,35.8,0.84,-6.95,-0.73,12.9,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,none,20,311,34.7,0.98,-3.73,-0.13,21.19,1.12,10.83,100,39.0,0.79,-14.56,-0.96,23.25,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,none,20,311,29.6,0.97,-2.2,-0.14,13.54,1.18,8.8,100,32.0,0.68,-11.0,-1.44,14.23,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,18,20,339,39.2,0.86,-23.16,-0.96,27.53,0.94,-5.55,107,42.1,0.74,-17.61,-1.27,24.26,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,18,20,339,34.2,0.86,-11.63,-0.9,16.79,0.97,-1.46,107,33.6,0.7,-10.17,-1.51,12.76,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,30,20,321,37.4,1.03,5.41,0.19,17.56,1.1,9.34,101,41.6,0.94,-3.92,-0.23,18.94,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,30,20,321,31.8,1.08,7.08,0.42,9.59,1.18,9.11,101,33.7,0.94,-2.04,-0.22,10.39,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,48,20,315,34.9,0.99,-2.45,-0.09,20.69,1.12,11.72,100,39.0,0.8,-14.17,-0.91,22.87,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,48,20,315,30.2,1.0,0.06,0.0,12.49,1.2,10.0,100,33.0,0.71,-9.93,-1.2,13.69,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,none,25,173,34.1,0.9,-9.16,-0.51,27.01,0.78,-12.63,56,42.9,1.1,3.47,0.27,9.93,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,none,25,173,27.2,0.9,-4.79,-0.47,15.78,0.83,-4.96,56,33.9,1.01,0.17,0.02,5.27,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,18,25,186,37.6,0.8,-18.39,-1.16,23.7,0.72,-15.71,59,44.1,0.93,-2.68,-0.25,9.33,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,18,25,186,33.9,0.83,-7.8,-0.91,12.69,0.79,-5.96,59,39.0,0.9,-1.84,-0.33,4.83,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,30,25,177,36.2,0.98,-2.16,-0.11,22.52,0.79,-11.74,57,45.6,1.26,9.58,0.66,7.86,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,30,25,177,29.4,1.04,2.09,0.19,12.36,0.86,-3.95,57,36.8,1.34,6.04,0.72,4.29,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red,mid,48,25,175,34.3,0.94,-5.69,-0.3,23.97,0.84,-9.29,56,42.9,1.1,3.61,0.27,9.93,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red,mid,48,25,175,28.0,0.97,-1.28,-0.12,13.48,0.92,-2.32,56,35.7,1.06,1.04,0.14,5.27,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,none,none,562,38.4,1.12,22.21,0.62,18.21,1.07,8.0,164,39.6,1.21,14.21,0.87,11.87,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,none,none,562,33.5,1.15,13.69,0.65,11.74,1.1,6.06,164,36.6,1.23,7.63,0.84,6.23,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,18,none,563,38.5,1.06,10.65,0.33,19.66,1.01,1.14,164,39.6,1.14,9.5,0.64,12.21,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,18,none,563,33.7,1.06,5.64,0.32,12.31,1.01,0.87,164,36.6,1.14,4.77,0.62,6.23,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,30,none,562,38.4,1.12,20.77,0.58,18.63,1.06,6.81,164,39.6,1.21,13.96,0.86,12.03,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,30,none,562,33.5,1.14,12.98,0.62,11.98,1.09,5.18,164,36.6,1.23,7.8,0.86,6.28,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,48,none,562,38.4,1.13,22.32,0.62,18.21,1.07,8.0,164,39.6,1.21,14.32,0.88,11.85,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,48,none,562,33.5,1.15,13.8,0.65,11.74,1.1,6.06,164,36.6,1.23,7.73,0.85,6.23,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,none,15,524,37.8,1.13,22.52,0.66,18.13,1.06,6.46,156,39.7,1.25,16.06,0.99,10.52,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,none,15,524,32.6,1.17,14.46,0.72,11.47,1.11,5.83,156,36.5,1.27,8.63,0.96,5.6,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,18,15,525,37.9,1.07,11.02,0.36,19.59,1.0,-0.33,156,39.7,1.18,11.35,0.77,10.77,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,18,15,525,33.0,1.07,6.44,0.39,12.03,1.01,0.68,156,36.5,1.18,5.77,0.76,5.56,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,30,15,524,37.8,1.13,21.08,0.62,18.55,1.05,5.27,156,39.7,1.25,15.8,0.98,10.66,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,30,15,524,32.6,1.16,13.75,0.69,11.71,1.09,4.95,156,36.5,1.28,8.8,0.98,5.64,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,48,15,524,37.8,1.13,22.62,0.66,18.13,1.06,6.46,156,39.7,1.26,16.16,1.0,10.51,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,48,15,524,32.6,1.17,14.57,0.72,11.47,1.11,5.83,156,36.5,1.28,8.73,0.97,5.59,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,none,20,365,33.4,1.01,0.69,0.03,17.23,1.01,0.67,115,36.5,1.0,0.02,0.0,14.05,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,none,20,365,29.0,1.06,4.18,0.28,9.95,1.1,4.15,115,33.0,1.0,0.03,0.0,7.22,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,18,20,365,33.4,0.93,-9.27,-0.43,20.42,0.9,-7.49,115,36.5,0.96,-1.77,-0.14,14.28,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,18,20,365,29.3,0.95,-3.47,-0.3,11.32,0.94,-2.27,115,33.0,0.95,-1.19,-0.19,7.3,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,30,20,365,33.4,1.0,0.1,0.0,17.95,0.99,-1.06,115,36.5,1.02,1.16,0.09,13.91,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,30,20,365,29.0,1.06,3.79,0.26,10.4,1.07,2.81,115,33.0,1.04,0.97,0.13,7.16,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,48,20,365,33.4,1.01,0.69,0.03,17.23,1.01,0.67,115,36.5,1.0,0.02,0.0,14.05,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,48,20,365,29.0,1.06,4.18,0.28,9.95,1.1,4.15,115,33.0,1.0,0.03,0.0,7.22,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,none,25,195,33.8,1.02,1.54,0.11,19.51,0.82,-7.55,62,41.9,1.38,9.09,0.85,6.92,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,none,25,195,30.3,1.05,1.79,0.21,10.96,0.87,-2.67,62,40.3,1.36,4.46,0.7,3.81,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,18,25,195,33.8,1.01,0.34,0.03,18.29,0.83,-6.91,62,41.9,1.31,7.25,0.78,7.08,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,18,25,195,30.8,1.04,1.23,0.16,10.03,0.91,-1.97,62,40.3,1.26,3.2,0.66,3.81,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,30,25,195,33.8,1.02,1.57,0.11,19.72,0.79,-8.67,62,41.9,1.43,10.24,0.94,6.92,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,30,25,195,30.3,1.05,1.79,0.21,11.06,0.83,-3.61,62,40.3,1.44,5.4,0.84,3.81,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,fast,48,25,195,33.8,1.02,1.54,0.11,19.51,0.82,-7.55,62,41.9,1.38,9.09,0.85,6.92,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,fast,48,25,195,30.3,1.05,1.79,0.21,10.96,0.87,-2.67,62,40.3,1.36,4.46,0.7,3.81,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,none,none,463,35.6,1.08,17.26,0.44,14.88,1.16,21.36,137,40.9,0.95,-4.1,-0.23,17.61,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,none,none,463,31.3,1.04,4.61,0.21,11.09,1.16,11.32,137,36.5,0.85,-6.71,-0.74,12.27,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,18,none,515,41.4,0.99,-1.43,-0.04,15.47,1.05,7.1,152,44.1,0.9,-8.54,-0.5,15.49,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,18,none,515,36.7,0.98,-1.94,-0.1,12.21,1.05,3.73,152,36.2,0.87,-5.67,-0.66,7.75,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,30,none,480,37.3,1.1,23.4,0.57,11.21,1.14,18.6,141,41.8,1.06,4.8,0.25,12.92,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,30,none,480,32.7,1.11,13.32,0.56,7.31,1.15,11.27,141,36.2,1.05,2.04,0.19,8.06,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,48,none,469,35.6,1.07,15.43,0.39,14.9,1.14,19.45,137,40.9,0.95,-4.02,-0.22,17.4,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,48,none,469,31.3,1.05,5.3,0.23,10.76,1.15,11.04,137,36.5,0.87,-5.74,-0.6,11.87,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,none,15,440,35.2,1.06,13.32,0.35,16.35,1.16,19.51,134,40.3,0.93,-6.2,-0.35,19.11,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,none,15,440,30.9,1.03,3.15,0.15,11.78,1.16,10.71,134,35.8,0.83,-7.56,-0.84,12.96,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,18,15,484,41.1,0.97,-6.4,-0.19,17.73,1.02,3.15,147,44.2,0.89,-9.55,-0.57,17.35,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,18,15,484,36.2,0.96,-4.11,-0.22,13.19,1.03,1.83,147,36.1,0.86,-5.94,-0.71,8.72,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,30,15,454,37.4,1.11,24.25,0.62,11.34,1.15,19.13,136,42.6,1.06,5.12,0.26,13.14,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,30,15,454,32.6,1.13,14.48,0.64,7.29,1.18,12.16,136,36.0,1.05,2.32,0.22,8.09,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,48,15,446,35.2,1.05,10.24,0.27,16.89,1.13,16.89,134,40.3,0.92,-6.65,-0.37,19.36,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,48,15,446,30.9,1.03,2.85,0.13,11.81,1.14,9.8,134,35.8,0.84,-6.95,-0.73,12.9,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,none,20,311,34.7,0.98,-3.73,-0.13,21.19,1.12,10.83,100,39.0,0.79,-14.56,-0.96,23.25,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,none,20,311,29.6,0.97,-2.2,-0.14,13.54,1.18,8.8,100,32.0,0.68,-11.0,-1.44,14.23,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,18,20,339,39.2,0.86,-23.16,-0.96,27.53,0.94,-5.55,107,42.1,0.74,-17.61,-1.27,24.26,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,18,20,339,34.2,0.86,-11.63,-0.9,16.79,0.97,-1.46,107,33.6,0.7,-10.17,-1.51,12.76,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,30,20,321,37.4,1.03,5.41,0.19,17.56,1.1,9.34,101,41.6,0.94,-3.92,-0.23,18.94,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,30,20,321,31.8,1.08,7.08,0.42,9.59,1.18,9.11,101,33.7,0.94,-2.04,-0.22,10.39,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,48,20,315,34.9,0.99,-2.45,-0.09,20.69,1.12,11.72,100,39.0,0.8,-14.17,-0.91,22.87,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,48,20,315,30.2,1.0,0.06,0.0,12.49,1.2,10.0,100,33.0,0.71,-9.93,-1.2,13.69,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,none,25,173,34.1,0.9,-9.16,-0.51,27.01,0.78,-12.63,56,42.9,1.1,3.47,0.27,9.93,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,none,25,173,27.2,0.9,-4.79,-0.47,15.78,0.83,-4.96,56,33.9,1.01,0.17,0.02,5.27,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,18,25,186,37.6,0.8,-18.39,-1.16,23.7,0.72,-15.71,59,44.1,0.93,-2.68,-0.25,9.33,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,18,25,186,33.9,0.83,-7.8,-0.91,12.69,0.79,-5.96,59,39.0,0.9,-1.84,-0.33,4.83,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,30,25,177,36.2,0.98,-2.16,-0.11,22.52,0.79,-11.74,57,45.6,1.26,9.58,0.66,7.86,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,30,25,177,29.4,1.04,2.09,0.19,12.36,0.86,-3.95,57,36.8,1.34,6.04,0.72,4.29,,,,,
sterling_kite_engine,NIFTY 50,delta1,14,1.0,14,2.0,7,3.0,three_red_signal,mid,48,25,175,34.3,0.94,-5.69,-0.3,23.97,0.84,-9.29,56,42.9,1.1,3.61,0.27,9.93,,,,,
sterling_kite_engine,NIFTY 50,options_atm,14,1.0,14,2.0,7,3.0,three_red_signal,mid,48,25,175,28.0,0.97,-1.28,-0.12,13.48,0.92,-2.32,56,35.7,1.06,1.04,0.14,5.27,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,none,none,560,39.8,1.18,32.11,0.88,14.68,1.15,15.85,166,41.6,1.24,16.26,0.97,11.33,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,none,none,560,34.3,1.21,18.95,0.89,9.96,1.18,10.1,166,36.7,1.26,8.86,0.95,6.06,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,18,none,561,39.9,1.1,16.79,0.52,17.5,1.08,8.26,166,41.6,1.13,8.53,0.58,12.14,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,18,none,561,34.8,1.1,8.68,0.5,11.4,1.08,4.51,166,37.3,1.12,4.17,0.54,6.2,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,30,none,560,39.8,1.16,27.63,0.78,14.93,1.13,14.42,166,41.6,1.19,13.21,0.82,11.7,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,30,none,560,34.3,1.18,16.36,0.79,9.97,1.16,9.11,166,36.7,1.21,7.25,0.81,6.18,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,48,none,560,39.8,1.18,32.35,0.89,14.68,1.15,15.85,166,41.6,1.24,16.51,0.98,11.31,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,48,none,560,34.3,1.21,19.17,0.9,9.96,1.18,10.1,166,36.7,1.27,9.07,0.97,6.05,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,none,15,523,38.8,1.19,31.37,0.9,15.18,1.13,13.26,158,41.8,1.28,18.1,1.09,10.05,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,none,15,523,33.5,1.23,19.24,0.94,10.02,1.18,9.38,158,36.7,1.31,9.86,1.06,5.44,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,18,15,524,38.9,1.1,16.11,0.53,18.07,1.06,5.73,158,41.8,1.16,10.37,0.71,10.71,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,18,15,524,34.0,1.11,9.0,0.54,11.46,1.07,3.83,158,37.3,1.16,5.17,0.68,5.54,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,30,15,523,38.8,1.16,26.89,0.79,15.43,1.12,11.84,158,41.8,1.23,15.05,0.94,10.37,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,30,15,523,33.5,1.2,16.65,0.84,10.03,1.16,8.4,158,36.7,1.26,8.25,0.93,5.55,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,48,15,523,38.8,1.19,31.61,0.91,15.18,1.13,13.26,158,41.8,1.29,18.35,1.1,10.03,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,48,15,523,33.5,1.23,19.45,0.95,10.02,1.18,9.38,158,36.7,1.31,10.07,1.08,5.43,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,none,20,366,35.0,1.06,7.76,0.31,14.9,1.06,4.74,116,39.7,1.06,3.02,0.22,14.12,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,none,20,366,30.3,1.12,8.02,0.53,8.84,1.16,6.26,116,34.5,1.07,1.76,0.23,7.86,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,18,20,366,35.0,0.96,-5.56,-0.26,18.03,0.95,-3.56,116,39.7,0.96,-2.0,-0.16,14.75,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,18,20,366,30.6,0.97,-1.72,-0.15,10.33,0.99,-0.28,116,34.5,0.94,-1.44,-0.23,7.65,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,30,20,366,35.0,1.03,4.28,0.17,15.4,1.04,3.01,116,39.7,1.02,1.27,0.09,14.33,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,30,20,366,30.3,1.09,5.78,0.39,9.03,1.13,4.92,116,34.5,1.03,0.86,0.12,7.49,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,48,20,366,35.0,1.06,7.76,0.31,14.9,1.06,4.74,116,39.7,1.06,3.02,0.22,14.12,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,48,20,366,30.3,1.12,8.02,0.53,8.84,1.16,6.26,116,34.5,1.07,1.76,0.23,7.86,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,none,25,196,35.2,1.12,7.67,0.52,15.74,0.9,-3.94,64,43.8,1.46,11.61,1.02,6.96,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,none,25,196,32.1,1.16,5.29,0.6,9.04,0.96,-0.73,64,42.2,1.47,6.03,0.9,3.89,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,18,25,196,35.2,1.05,3.1,0.23,16.28,0.91,-3.44,64,43.8,1.26,6.53,0.7,7.25,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,18,25,196,32.7,1.08,2.64,0.35,9.12,0.99,-0.15,64,42.2,1.22,2.79,0.57,3.94,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,30,25,196,35.2,1.07,4.79,0.34,15.72,0.87,-5.06,64,43.8,1.39,9.85,0.91,6.95,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,30,25,196,32.1,1.1,3.45,0.42,8.87,0.92,-1.67,64,42.2,1.4,5.12,0.8,3.88,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,fast,48,25,196,35.2,1.12,7.67,0.52,15.74,0.9,-3.94,64,43.8,1.46,11.61,1.02,6.96,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,fast,48,25,196,32.1,1.16,5.29,0.6,9.04,0.96,-0.73,64,42.2,1.47,6.03,0.9,3.89,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,mid,none,none,554,37.0,1.19,39.63,0.94,13.88,1.29,38.13,164,39.0,1.02,1.5,0.09,13.91,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,mid,none,none,554,31.6,1.17,19.02,0.78,9.65,1.3,21.09,164,32.3,0.95,-2.08,-0.23,8.9,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,mid,18,none,559,39.5,1.08,16.74,0.46,16.5,1.12,15.09,165,40.0,1.02,1.66,0.1,12.92,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,mid,18,none,559,34.7,1.06,6.78,0.34,12.42,1.1,6.8,165,33.9,1.0,-0.02,-0.0,6.52,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,mid,30,none,554,37.4,1.16,33.24,0.81,14.37,1.24,31.65,164,39.0,1.02,1.59,0.09,13.64,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,mid,30,none,554,32.1,1.16,17.35,0.72,9.73,1.26,17.87,164,32.3,0.99,-0.52,-0.05,7.53,,,,,
sterling_kite_engine,NIFTY 50,delta1,21,1.0,14,2.0,7,3.0,one_red,mid,48,none,554,37.0,1.2,41.88,0.98,13.8,1.3,38.99,164,39.0,1.04,2.88,0.16,13.72,,,,,
sterling_kite_engine,NIFTY 50,options_atm,21,1.0,14,2.0,7,3.0,one_red,mid,48,none,554,31.6,1.19,21.75,0.87,9.57,1.32,22.18,164,32.3,0.99,-0.43,-0.04,8.79,,,,,
